pokeDexId,name,type1,type2,total,hp,attack,defense,spAtk,spDef,speed,generation,legendary,attractivity,fertility,fitness,nogoTypes,attractedTypes,nogos,imgurl,nogosTypes
108,Lickitung,Normal,,385,90,55,75,60,75,30,1,False,0.73,0.32,0.17,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#108.png,"['Electric', 'Ghost', 'Flying', 'Poison', 'Normal']"
109,Koffing,Poison,,340,40,65,95,60,45,35,1,False,0.9,0.8,0.87,,"['Ground', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#109.png,"['Water', 'Fighting', 'Electric', 'Flying', 'Ground']"
110,Weezing,Poison,,490,65,90,120,85,70,60,1,False,0.26,0.47,0.96,,"['Flying', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#110.png,"['Ice', 'Fairy', 'Dark', 'Bug']"
111,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False,0.56,0.66,0.17,,['Fighting'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#111.png,"['Normal', 'Water', 'Steel']"
112,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False,0.37,0.98,0.15,,['Steel'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#112.png,"['Fairy', 'Ghost', 'Normal', 'Water', 'Psychic']"
113,Chansey,Normal,,450,250,5,5,35,105,50,1,False,0.29,0.48,0.54,,"['Grass', 'Electric', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#113.png,"['Dragon', 'Electric', 'Ground']"
114,Tangela,Grass,,435,65,55,115,100,40,60,1,False,0.39,0.78,0.79,,"['Dark', 'Flying', 'Bug', 'Normal', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#114.png,"['Rock', 'Dark', 'Water', 'Flying']"
115,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False,0.87,0.18,0.38,,"['Electric', 'Rock', 'Fighting', 'Fire', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#115.png,"['Bug', 'Dark', 'Ground']"
116,Horsea,Water,,295,30,40,70,70,25,60,1,False,0.61,0.24,0.35,,"['Fighting', 'Normal', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#116.png,"['Fairy', 'Flying', 'Fighting', 'Grass']"
117,Seadra,Water,,440,55,65,95,95,45,85,1,False,0.49,0.72,0.12,,['Ground'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#117.png,"['Psychic', 'Electric', 'Ghost', 'Ground']"
118,Goldeen,Water,,320,45,67,60,35,50,63,1,False,0.49,0.99,0.28,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#118.png,"['Ground', 'Water', 'Ice', 'Normal', 'Dark']"
119,Seaking,Water,,450,80,92,65,65,80,68,1,False,0.8,0.25,0.14,,"['Grass', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#119.png,"['Electric', 'Fire', 'Dragon', 'Rock']"
120,Staryu,Water,,340,30,45,55,70,55,85,1,False,0.79,0.03,0.16,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#120.png,"['Water', 'Dark', 'Ghost', 'Psychic', 'Grass']"
121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False,0.55,0.01,0.51,,"['Fighting', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#121.png,"['Water', 'Fairy', 'Fire', 'Steel', 'Poison']"
122,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False,0.24,0.11,0.07,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#122.png,"['Poison', 'Steel', 'Ghost', 'Dark', 'Ground', 'Rock']"
123,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False,0.41,0.59,0.97,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#123.png,"['Poison', 'Ghost', 'Dark', 'Flying', 'Electric']"
124,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False,0.42,0.32,0.6,,"['Normal', 'Ground', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#124.png,"['Poison', 'Rock', 'Steel', 'Water']"
125,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False,0.82,0.75,0.21,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#125.png,"['Ground', 'Normal', 'Fairy']"
126,Magmar,Fire,,495,65,95,57,100,85,93,1,False,0.54,0.96,0.17,,"['Rock', 'Fire', 'Ice', 'Water', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#126.png,"['Water', 'Psychic', 'Fighting', 'Bug', 'Dark', 'Ghost']"
127,Pinsir,Bug,,500,65,125,100,55,70,85,1,False,0.06,0.46,0.59,,"['Bug', 'Electric', 'Poison', 'Psychic', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#127.png,"['Normal', 'Fighting', 'Ground', 'Flying']"
128,Tauros,Normal,,490,75,100,95,40,70,110,1,False,0.82,0.06,0.79,,"['Water', 'Dragon', 'Fire', 'Rock', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#128.png,"['Fairy', 'Fire', 'Electric', 'Psychic']"
129,Magikarp,Water,,200,20,10,55,15,20,80,1,False,0.15,0.66,0.68,,"['Poison', 'Rock', 'Psychic', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#129.png,"['Steel', 'Normal', 'Flying', 'Bug', 'Water', 'Fairy']"
130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False,0.62,0.29,0.66,,"['Ice', 'Steel', 'Grass', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#130.png,"['Fire', 'Electric', 'Grass']"
131,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False,0.75,0.76,0.97,,"['Electric', 'Bug', 'Poison', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#131.png,"['Water', 'Normal', 'Flying', 'Steel', 'Fighting', 'Ground']"
132,Ditto,Normal,,288,48,48,48,48,48,48,1,False,0.52,0.23,0.78,,"['Grass', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#132.png,"['Dark', 'Psychic', 'Rock', 'Ghost']"
133,Eevee,Normal,,325,55,55,50,45,65,55,1,False,0.72,0.68,0.12,,"['Rock', 'Fighting', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#133.png,"['Electric', 'Dragon', 'Bug', 'Grass', 'Flying', 'Normal']"
134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False,0.57,0.37,0.62,,"['Ground', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#134.png,"['Rock', 'Steel', 'Poison', 'Bug', 'Water', 'Normal']"
135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False,0.95,0.65,0.68,,['Ghost'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#135.png,"['Ground', 'Flying', 'Ghost', 'Grass', 'Ice', 'Fire']"
136,Flareon,Fire,,525,65,130,60,95,110,65,1,False,0.02,0.67,0.75,,"['Fairy', 'Dark', 'Ground', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#136.png,"['Dragon', 'Grass', 'Electric']"
137,Porygon,Normal,,395,65,60,70,85,75,40,1,False,0.03,0.82,0.83,,"['Fighting', 'Dark', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#137.png,"['Steel', 'Dark', 'Electric', 'Normal', 'Grass']"
138,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False,0.93,0.8,0.62,,"['Dark', 'Fire', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#138.png,"['Normal', 'Poison', 'Bug', 'Ground']"
139,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False,0.24,0.62,0.77,,"['Electric', 'Bug', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#139.png,"['Steel', 'Ground', 'Fighting', 'Water']"
140,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False,0.63,0.16,0.42,,"['Grass', 'Ghost', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#140.png,"['Flying', 'Electric', 'Dragon', 'Ice', 'Ground']"
141,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False,0.91,0.12,0.07,,"['Normal', 'Rock', 'Fighting', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#141.png,"['Ice', 'Ghost', 'Dark', 'Flying']"
142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False,0.37,0.15,0.05,,"['Dark', 'Bug', 'Electric', 'Ice', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#142.png,"['Psychic', 'Rock', 'Ice']"
143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False,0.34,0.18,0.41,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#143.png,"['Flying', 'Normal', 'Fire']"
144,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True,0.85,0.07,0.17,,"['Bug', 'Dark', 'Steel', 'Water', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#144.png,"['Ground', 'Ghost', 'Fighting', 'Bug']"
145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True,0.5,0.98,0.7,,"['Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#145.png,"['Electric', 'Grass', 'Water', 'Dragon', 'Psychic']"
146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True,0.8,0.71,0.53,,"['Ground', 'Dragon', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#146.png,"['Fire', 'Dark', 'Fighting', 'Ice', 'Rock', 'Ghost']"
147,Dratini,Dragon,,300,41,64,45,50,50,50,1,False,0.83,0.92,0.42,,"['Dragon', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#147.png,"['Steel', 'Ground', 'Bug']"
148,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False,0.34,0.87,0.89,,"['Dragon', 'Flying', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#148.png,"['Electric', 'Poison', 'Ice']"
149,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False,0.14,0.08,0.53,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#149.png,"['Psychic', 'Flying', 'Water', 'Fairy', 'Fighting', 'Dragon']"
150,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True,0.15,0.7,0.6,,"['Water', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#150.png,"['Water', 'Electric', 'Ground', 'Dragon']"
151,Mew,Psychic,,600,100,100,100,100,100,100,1,False,0.85,0.46,0.91,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#151.png,"['Fairy', 'Water', 'Ice', 'Fire', 'Rock']"
152,Chikorita,Grass,,318,45,49,65,49,65,45,2,False,0.27,0.05,0.03,,"['Flying', 'Dragon', 'Psychic', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#152.png,"['Ground', 'Fairy', 'Electric']"
153,Bayleef,Grass,,405,60,62,80,63,80,60,2,False,0.48,0.33,0.49,,"['Dark', 'Fire', 'Fighting', 'Flying', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#153.png,"['Rock', 'Dragon', 'Fire', 'Grass', 'Flying']"
154,Meganium,Grass,,525,80,82,100,83,100,80,2,False,0.84,0.97,0.3,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#154.png,"['Ice', 'Ghost', 'Fighting', 'Ground', 'Grass', 'Water']"
155,Cyndaquil,Fire,,309,39,52,43,60,50,65,2,False,0.8,0.84,0.13,,"['Fire', 'Flying', 'Normal', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#155.png,"['Normal', 'Dragon', 'Bug']"
156,Quilava,Fire,,405,58,64,58,80,65,80,2,False,0.68,0.61,0.74,,"['Psychic', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#156.png,"['Psychic', 'Ice', 'Normal']"
157,Typhlosion,Fire,,534,78,84,78,109,85,100,2,False,0.93,0.31,0.31,,"['Fighting', 'Dragon', 'Ice', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#157.png,"['Fairy', 'Dark', 'Psychic']"
158,Totodile,Water,,314,50,65,64,44,48,43,2,False,0.49,0.27,0.75,,"['Water', 'Ghost', 'Normal', 'Dragon', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#158.png,"['Fairy', 'Steel', 'Fighting']"
159,Croconaw,Water,,405,65,80,80,59,63,58,2,False,0.03,0.38,0.76,,"['Normal', 'Steel', 'Ground', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#159.png,"['Water', 'Ground', 'Dark', 'Psychic']"
160,Feraligatr,Water,,530,85,105,100,79,83,78,2,False,0.44,0.04,0.72,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#160.png,"['Rock', 'Grass', 'Water', 'Fighting', 'Dragon', 'Dark']"
161,Sentret,Normal,,215,35,46,34,35,45,20,2,False,0.1,0.52,0.05,,"['Fire', 'Electric', 'Poison', 'Steel', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#161.png,"['Ice', 'Fighting', 'Electric', 'Fairy']"
162,Furret,Normal,,415,85,76,64,45,55,90,2,False,0.22,0.46,0.19,,"['Psychic', 'Ground', 'Fighting', 'Ice', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#162.png,"['Ice', 'Dark', 'Grass', 'Flying', 'Normal']"
163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50,2,False,0.87,0.9,0.58,,"['Bug', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#163.png,"['Steel', 'Grass', 'Bug', 'Normal', 'Dark']"
164,Noctowl,Normal,Flying,442,100,50,50,76,96,70,2,False,0.39,0.04,0.65,,"['Water', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#164.png,"['Fighting', 'Rock', 'Grass', 'Normal', 'Flying']"
165,Ledyba,Bug,Flying,265,40,20,30,40,80,55,2,False,0.04,0.96,0.29,,"['Flying', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#165.png,"['Ground', 'Flying', 'Bug', 'Dark', 'Fighting', 'Poison']"
166,Ledian,Bug,Flying,390,55,35,50,55,110,85,2,False,0.69,0.52,0.89,,"['Grass', 'Flying', 'Bug', 'Psychic', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#166.png,"['Rock', 'Poison', 'Fire', 'Flying', 'Fighting']"
167,Spinarak,Bug,Poison,250,40,60,40,40,40,30,2,False,0.94,0.66,0.31,,"['Ground', 'Steel', 'Ice', 'Dragon', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#167.png,"['Psychic', 'Steel', 'Grass', 'Ice', 'Fairy', 'Ground']"
168,Ariados,Bug,Poison,390,70,90,70,60,60,40,2,False,0.11,0.18,0.03,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#168.png,"['Bug', 'Steel', 'Grass']"
169,Crobat,Poison,Flying,535,85,90,80,70,80,130,2,False,0.4,0.3,0.82,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#169.png,"['Poison', 'Steel', 'Normal', 'Ghost']"
170,Chinchou,Water,Electric,330,75,38,38,56,56,67,2,False,0.52,0.31,0.57,,"['Grass', 'Ghost', 'Fire', 'Psychic', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#170.png,"['Flying', 'Fairy', 'Steel', 'Dragon', 'Ground', 'Grass']"
171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,False,0.44,0.23,0.46,,"['Ghost', 'Bug', 'Dragon', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#171.png,"['Dragon', 'Dark', 'Fire']"
172,Pichu,Electric,,205,20,40,15,35,35,60,2,False,0.51,0.43,0.33,,"['Ice', 'Poison', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#172.png,"['Psychic', 'Ghost', 'Dragon', 'Poison']"
173,Cleffa,Fairy,,218,50,25,28,45,55,15,2,False,0.41,0.59,0.06,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#173.png,"['Electric', 'Poison', 'Grass']"
174,Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,2,False,0.16,0.64,0.55,,"['Fire', 'Rock', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#174.png,"['Psychic', 'Dark', 'Fire', 'Ground']"
175,Togepi,Fairy,,245,35,20,65,40,65,20,2,False,0.92,1.0,0.1,,"['Flying', 'Bug', 'Dragon', 'Steel', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#175.png,"['Psychic', 'Fighting', 'Fire', 'Flying']"
176,Togetic,Fairy,Flying,405,55,40,85,80,105,40,2,False,0.14,0.68,0.51,,"['Grass', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#176.png,"['Bug', 'Normal', 'Ice', 'Fighting']"
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,2,False,0.43,0.91,0.66,,"['Poison', 'Grass', 'Normal', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#177.png,"['Poison', 'Dragon', 'Bug', 'Ghost']"
178,Xatu,Psychic,Flying,470,65,75,70,95,70,95,2,False,0.1,0.5,0.73,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#178.png,"['Rock', 'Ice', 'Fighting']"
179,Mareep,Electric,,280,55,40,40,65,45,35,2,False,0.58,0.93,0.97,,"['Dark', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#179.png,"['Normal', 'Ghost', 'Dark', 'Poison']"
180,Flaaffy,Electric,,365,70,55,55,80,60,45,2,False,0.36,0.47,0.81,,"['Water', 'Bug', 'Ice', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#180.png,"['Fighting', 'Bug', 'Normal']"
181,Ampharos,Electric,,510,90,75,85,115,90,55,2,False,0.78,0.62,0.24,,"['Fire', 'Ghost', 'Fairy', 'Ground', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#181.png,"['Bug', 'Ground', 'Ghost', 'Fire']"
182,Bellossom,Grass,,490,75,80,95,90,100,50,2,False,0.42,0.06,0.87,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#182.png,"['Fairy', 'Fighting', 'Grass', 'Rock', 'Electric']"
183,Marill,Water,Fairy,250,70,20,50,20,50,40,2,False,0.09,0.08,0.33,,"['Water', 'Electric', 'Steel', 'Fire', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#183.png,"['Grass', 'Dragon', 'Fairy']"
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,False,0.32,0.81,0.42,,"['Grass', 'Ghost', 'Psychic', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#184.png,"['Ground', 'Flying', 'Fighting']"
185,Sudowoodo,Rock,,410,70,100,115,30,65,30,2,False,0.48,0.33,0.18,,"['Normal', 'Fairy', 'Bug', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#185.png,"['Rock', 'Psychic', 'Dragon', 'Dark', 'Fairy', 'Ghost']"
186,Politoed,Water,,500,90,75,75,90,100,70,2,False,0.47,0.02,0.21,,"['Ground', 'Electric', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#186.png,"['Water', 'Flying', 'Ground', 'Poison', 'Normal']"
187,Hoppip,Grass,Flying,250,35,35,40,35,55,50,2,False,0.15,0.61,0.92,,"['Rock', 'Dragon', 'Ghost', 'Flying', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#187.png,"['Poison', 'Water', 'Flying']"
188,Skiploom,Grass,Flying,340,55,45,50,45,65,80,2,False,0.46,0.06,0.83,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#188.png,"['Dark', 'Dragon', 'Normal']"
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,False,0.64,0.94,0.97,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#189.png,"['Electric', 'Fire', 'Psychic', 'Poison', 'Fairy']"
190,Aipom,Normal,,360,55,70,55,40,55,85,2,False,0.17,0.03,0.49,,"['Bug', 'Fighting', 'Grass', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#190.png,"['Rock', 'Flying', 'Dark', 'Fire', 'Normal']"
191,Sunkern,Grass,,180,30,30,30,30,30,30,2,False,0.97,0.5,0.18,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#191.png,"['Ghost', 'Grass', 'Ice', 'Electric', 'Poison', 'Steel']"
192,Sunflora,Grass,,425,75,75,55,105,85,30,2,False,0.6,0.98,0.25,,"['Dark', 'Fire', 'Poison', 'Water', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#192.png,"['Flying', 'Electric', 'Ground', 'Fire', 'Water']"
193,Yanma,Bug,Flying,390,65,65,45,75,45,95,2,False,0.82,0.25,0.83,,"['Ground', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#193.png,"['Normal', 'Water', 'Flying', 'Ghost', 'Poison', 'Electric']"
194,Wooper,Water,Ground,210,55,45,45,25,25,15,2,False,0.23,0.8,0.3,,"['Dragon', 'Psychic', 'Rock', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#194.png,"['Electric', 'Ghost', 'Ground', 'Poison', 'Flying']"
195,Quagsire,Water,Ground,430,95,85,85,65,65,35,2,False,0.78,0.61,0.28,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#195.png,"['Water', 'Fire', 'Steel', 'Ground', 'Grass']"
196,Espeon,Psychic,,525,65,65,60,130,95,110,2,False,0.89,0.18,0.11,,"['Poison', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#196.png,"['Dark', 'Steel', 'Ghost', 'Dragon', 'Electric', 'Fairy']"
197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False,0.54,0.09,0.23,,['Fire'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#197.png,"['Water', 'Bug', 'Ice', 'Fighting', 'Ground', 'Dragon']"
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,False,0.61,0.1,0.87,,"['Grass', 'Normal', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#198.png,"['Psychic', 'Grass', 'Dragon']"
199,Slowking,Water,Psychic,490,95,75,80,100,110,30,2,False,0.47,0.1,0.41,,"['Bug', 'Psychic', 'Steel', 'Fire', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#199.png,"['Grass', 'Normal', 'Fighting']"
200,Misdreavus,Ghost,,435,60,60,60,85,85,85,2,False,0.26,0.91,0.12,,"['Bug', 'Water', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#200.png,"['Rock', 'Grass', 'Normal', 'Dragon', 'Poison', 'Ground']"
201,Unown,Psychic,,336,48,72,48,72,48,48,2,False,0.36,0.69,0.11,,"['Steel', 'Grass', 'Fairy', 'Water', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#201.png,"['Ghost', 'Steel', 'Dark', 'Ice']"
202,Wobbuffet,Psychic,,405,190,33,58,33,58,33,2,False,0.85,0.68,0.74,,"['Psychic', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#202.png,"['Water', 'Ghost', 'Grass']"
203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,False,0.47,0.14,0.98,,"['Rock', 'Ice', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#203.png,"['Dark', 'Psychic', 'Flying']"
204,Pineco,Bug,,290,50,65,90,35,35,15,2,False,0.72,0.84,0.32,,"['Ghost', 'Fairy', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#204.png,"['Ghost', 'Normal', 'Steel', 'Bug', 'Flying']"
205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False,0.84,0.88,0.24,,"['Dark', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#205.png,"['Poison', 'Fire', 'Dark', 'Ghost', 'Fighting']"
206,Dunsparce,Normal,,415,100,70,70,65,65,45,2,False,0.09,0.48,0.47,,"['Grass', 'Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#206.png,"['Fighting', 'Dark', 'Poison', 'Dragon']"
207,Gligar,Ground,Flying,430,65,75,105,35,65,85,2,False,0.27,0.12,0.21,,['Steel'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#207.png,"['Ghost', 'Fairy', 'Normal', 'Bug', 'Dragon', 'Ground']"
208,Steelix,Steel,Ground,510,75,85,200,55,65,30,2,False,0.11,0.92,0.3,,['Normal'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#208.png,"['Ice', 'Grass', 'Flying']"
209,Snubbull,Fairy,,300,60,80,50,40,40,30,2,False,0.75,0.01,0.58,,"['Dark', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#209.png,"['Rock', 'Dragon', 'Ice', 'Bug', 'Steel']"
210,Granbull,Fairy,,450,90,120,75,60,60,45,2,False,0.9,0.92,0.27,,"['Steel', 'Ground', 'Poison', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#210.png,"['Dark', 'Water', 'Steel', 'Poison', 'Fairy']"
211,Qwilfish,Water,Poison,430,65,95,75,55,55,85,2,False,0.73,0.39,0.91,,"['Psychic', 'Fire', 'Rock', 'Poison', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#211.png,"['Fairy', 'Water', 'Ground', 'Fire', 'Rock']"
212,Scizor,Bug,Steel,500,70,130,100,55,80,65,2,False,0.12,0.84,0.27,,"['Fairy', 'Ground', 'Steel', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#212.png,"['Fighting', 'Flying', 'Grass', 'Dragon']"
213,Shuckle,Bug,Rock,505,20,10,230,10,230,5,2,False,0.78,0.41,0.34,,"['Psychic', 'Fighting', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#213.png,"['Fighting', 'Dark', 'Ground']"
214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False,0.01,0.63,0.78,,"['Psychic', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#214.png,"['Steel', 'Ground', 'Fighting', 'Psychic', 'Flying', 'Ice']"
215,Sneasel,Dark,Ice,430,55,95,55,35,75,115,2,False,0.68,0.7,0.35,,"['Ground', 'Fighting', 'Flying', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#215.png,"['Dark', 'Poison', 'Normal']"
216,Teddiursa,Normal,,330,60,80,50,50,50,40,2,False,0.14,0.31,0.43,,"['Dragon', 'Flying', 'Water', 'Psychic', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#216.png,"['Bug', 'Dark', 'Electric', 'Flying', 'Poison', 'Steel']"
217,Ursaring,Normal,,500,90,130,75,75,75,55,2,False,0.04,0.17,0.57,,"['Ghost', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#217.png,"['Water', 'Ground', 'Poison', 'Fairy']"
